name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Audi A6 2.8 FSI,2008,"₹ 6,50,000",70000,Petrol,Individual,Automatic,Third Owner,18,Mid Range,,,,,,
Maruti Swift Dzire VDI,2019,"₹ 6,50,000",20000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Swift Dzire VDI,2015,"₹ 6,50,000",58000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Toyota Etios Liva 1.2 VX,2017,"₹ 6,50,000",6480,Petrol,Trustmark Dealer,Manual,First Owner,9,Mid Range,,,,,,
Ford Ecosport 1.5 Diesel Titanium,2016,"₹ 6,50,000",57904,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Elite i20 Diesel Era,2019,"₹ 6,50,000",25000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Toyota Etios VD,2016,"₹ 6,50,000",159000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Swift Dzire VDI,2015,"₹ 6,50,000",50000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,"₹ 6,50,000",70000,Diesel,Individual,Automatic,Second Owner,15,Mid Range,,,,,,
Nissan Terrano XL,2014,"₹ 6,50,000",76000,Petrol,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Hyundai i20 Active 1.4 SX,2016,"₹ 6,50,000",100000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Renault Duster 85PS Diesel RxL,2015,"₹ 6,50,000",100000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Hyundai i20 1.4 Sportz,2017,"₹ 6,55,000",84000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire ZXI 1.2 BS IV,2018,"₹ 6,55,000",25000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Xcent 1.2 VTVT S,2019,"₹ 6,60,000",7000,Petrol,Individual,Manual,Second Owner,7,Mid Range,,,,,,
Hyundai i20 Sportz 1.2,2016,"₹ 6,60,000",48220,Petrol,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Honda Mobilio E i DTEC,2017,"₹ 6,60,000",116000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 W6 2WD,2013,"₹ 6,60,000",69000,Diesel,Individual,Manual,First Owner,13,Mid Range,,,,,,
Maruti Ciaz VDi Plus,2015,"₹ 6,60,000",97000,Diesel,Individual,Manual,Second Owner,11,Mid Range,,,,,,
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,"₹ 6,60,000",25000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda City i DTEC SV,2014,"₹ 6,65,000",71318,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Maruti Ciaz VDi Plus SHVS,2016,"₹ 6,65,000",51000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Maruti Swift ZDi BSIV,2016,"₹ 6,65,000",46000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Toyota Innova 2.5 E Diesel MS 7-seater,2011,"₹ 6,65,000",267000,Diesel,Individual,Manual,Second Owner,15,Mid Range,,,,,,
Maruti Ertiga ZDI,2014,"₹ 6,65,000",59110,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Maruti SX4 S Cross DDiS 320 Delta,2016,"₹ 6,65,000",560000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,"₹ 6,70,000",18591,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Tata Tigor 1.2 Revotron XZ Option,2019,"₹ 6,70,000",17000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Toyota Etios VD,2014,"₹ 6,70,000",39895,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Maruti Swift ZXI BSIV,2016,"₹ 6,70,000",7104,Petrol,Trustmark Dealer,Manual,First Owner,10,Mid Range,,,,,,
Maruti Baleno Alpha 1.3,2016,"₹ 6,75,000",60000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Ciaz VDI SHVS,2016,"₹ 6,75,000",50900,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Mahindra Scorpio S2 7 Seater,2016,"₹ 6,75,000",161327,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Swift Dzire AMT VDI,2018,"₹ 6,75,000",50000,Diesel,Individual,Automatic,First Owner,8,Mid Range,,,,,,
Maruti Ciaz ZXi Plus,2015,"₹ 6,75,000",66000,Petrol,Individual,Manual,First Owner,11,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,"₹ 6,75,000",73000,Diesel,Dealer,Manual,First Owner,13,Mid Range,,,,,,
Ford Aspire Titanium Plus Diesel BSIV,2019,"₹ 6,75,000",15000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Skoda Superb Ambition 2.0 TDI CR AT,2013,"₹ 6,75,000",88000,Diesel,Dealer,Automatic,First Owner,13,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2017,"₹ 6,75,000",70000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda City i DTEC VX,2014,"₹ 6,75,000",90000,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Ford Figo Aspire 1.5 TDCi Trend,2017,"₹ 6,75,000",30000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2014,"₹ 6,75,000",61000,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Hyundai i20 Asta 1.4 CRDi,2016,"₹ 6,80,000",20000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Honda Amaze VX i-VTEC,2018,"₹ 6,80,000",48600,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Hyundai i20 1.4 Sportz,2017,"₹ 6,80,000",44000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ciaz 1.4 Zeta,2017,"₹ 6,80,000",46000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire VDI,2018,"₹ 6,80,000",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda Mobilio S i DTEC,2016,"₹ 6,80,000",50000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Swift Dzire VDI,2019,"₹ 6,80,000",40000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Vitara Brezza LDi Option,2017,"₹ 6,85,000",72000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift ZDI,2016,"₹ 6,85,000",64000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Maruti Ciaz ZDi SHVS,2016,"₹ 6,85,000",60000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Verna 1.6 VTVT AT S Option,2016,"₹ 6,90,000",80000,Petrol,Individual,Automatic,First Owner,10,Mid Range,,,,,,
Honda City i-VTEC SV,2014,"₹ 6,90,000",17000,Petrol,Dealer,Manual,First Owner,12,Mid Range,,,,,,
Honda Amaze VX Petrol BSIV,2018,"₹ 6,90,000",39000,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Mahindra TUV 300 T8,2016,"₹ 6,90,000",75000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Verna 1.6 CRDi SX,2016,"₹ 6,90,000",73000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Maruti Baleno Alpha 1.2,2018,"₹ 6,90,000",40000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Vitara Brezza VDi Option,2017,"₹ 6,90,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti S-Cross Sigma DDiS 200 SH,2017,"₹ 6,90,000",41000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Baleno Alpha 1.2,2018,"₹ 6,90,000",11174,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Mahindra TUV 300 T10,2018,"₹ 6,95,000",70000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda City i VTEC V,2016,"₹ 6,96,000",138925,Petrol,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Mercedes-Benz New C-Class 200 CDI Classic,2007,"₹ 6,99,000",101849,Diesel,Dealer,Manual,Second Owner,19,Mid Range,,,,,,
Maruti Vitara Brezza VDi,2016,"₹ 6,99,000",39503,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Hyundai i20 Active 1.4 SX with AVN,2015,"₹ 6,99,000",30000,Diesel,Individual,Manual,Second Owner,11,Mid Range,,,,,,
Honda City i DTEC VX,2014,"₹ 7,00,000",130000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Mahindra Scorpio VLX 2WD BSIV,2014,"₹ 7,00,000",130000,Diesel,Individual,Manual,Third Owner,12,Mid Range,,,,,,
Maruti Baleno Zeta Automatic,2018,"₹ 7,00,000",26000,Petrol,Individual,Automatic,First Owner,8,Mid Range,,,,,,
Honda Amaze VX i-DTEC,2018,"₹ 7,00,000",74800,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Renault Duster 110PS Diesel RxZ AWD,2017,"₹ 7,00,000",60000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ignis 1.2 AMT Alpha BSIV,2018,"₹ 7,00,000",25000,Petrol,Individual,Automatic,First Owner,8,Mid Range,,,,,,
Honda WR-V i-DTEC VX,2018,"₹ 7,00,000",30000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ertiga SHVS VDI,2015,"₹ 7,00,000",55000,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Skoda Rapid 1.5 TDI Ambition,2016,"₹ 7,00,000",93000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Swift ZXI Plus,2018,"₹ 7,00,000",30000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Elantra SX,2015,"₹ 7,00,000",48000,Petrol,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Hyundai Grand i10 Nios Magna CRDi,2020,"₹ 7,00,000",1400,Diesel,Individual,Manual,First Owner,6,Mid Range,,,,,,
Renault Duster 85PS Diesel RxL,2016,"₹ 7,00,000",160000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai i20 Sportz 1.2,2017,"₹ 7,00,000",11114,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Honda Jazz 1.5 E i DTEC,2017,"₹ 7,00,000",39000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Vitara Brezza LDi,2018,"₹ 7,00,000",25000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2017,"₹ 7,00,000",88635,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Elite i20 Petrol Asta Option,2018,"₹ 7,00,000",27000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,"₹ 7,00,000",70000,Diesel,Individual,Manual,Second Owner,13,Mid Range,,,,,,
Mahindra XUV500 W8 4WD,2012,"₹ 7,00,000",120000,Diesel,Individual,Manual,Third Owner,14,Mid Range,,,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2017,"₹ 7,00,000",49957,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2018,"₹ 7,00,000",80000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti SX4 S Cross DDiS 320 Zeta,2017,"₹ 7,00,000",90000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Scorpio S4 4WD,2014,"₹ 7,00,000",70000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Mahindra TUV 300 T8,2016,"₹ 7,00,000",40000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Vitara Brezza VDi Option,2017,"₹ 7,00,000",50000,Diesel,Individual,Manual,Second Owner,9,Mid Range,,,,,,
Maruti Ertiga VDI,2012,"₹ 7,00,000",110000,Diesel,Individual,Manual,Second Owner,14,Mid Range,,,,,,
Maruti Baleno Alpha,2019,"₹ 7,00,000",16000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Ciaz ZDi SHVS,2015,"₹ 7,00,000",77000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Honda Amaze VX i-DTEC,2016,"₹ 7,00,000",35000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Ertiga SHVS LDI Option,2017,"₹ 7,00,000",120000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda WR-V i-VTEC VX,2017,"₹ 7,00,000",25552,Petrol,Dealer,Manual,Second Owner,9,Mid Range,,,,,,
Ford Freestyle Titanium Diesel BSIV,2016,"₹ 7,00,000",29600,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Ford Aspire Titanium Diesel BSIV,2017,"₹ 7,00,000",21170,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,"₹ 7,00,000",200000,Diesel,Individual,Manual,First Owner,13,Mid Range,,,,,,
Ford Figo 1.2P Titanium MT,2019,"₹ 7,00,000",12586,Petrol,Dealer,Manual,First Owner,7,Mid Range,,,,,,
Hyundai Grand i10 1.2 CRDi Asta,2019,"₹ 7,00,000",8000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Ciaz VXi,2014,"₹ 7,00,000",15000,Petrol,Individual,Manual,First Owner,12,Mid Range,,,,,,
Renault Lodgy 85PS RxL,2017,"₹ 7,00,000",60000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Trend BSIV,2017,"₹ 7,00,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda Jazz 1.5 V i DTEC,2018,"₹ 7,00,000",15000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda City V MT,2012,"₹ 7,00,000",10000,Petrol,Individual,Manual,First Owner,14,Mid Range,,,,,,
Hyundai i20 1.4 Sportz,2017,"₹ 7,00,000",35000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda Jazz 1.5 VX i DTEC,2017,"₹ 7,00,000",24585,Diesel,Dealer,Manual,Test Drive Car,9,Mid Range,,,,,,
Hyundai i20 Active 1.2 SX,2017,"₹ 7,00,000",10000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire VDI,2018,"₹ 7,00,000",38217,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Thar DI 4X4 PS,2016,"₹ 7,00,000",50000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
BMW X1 sDrive20d,2012,"₹ 7,00,000",120000,Diesel,Individual,Automatic,Second Owner,14,Mid Range,,,,,,
Maruti Baleno Zeta,2020,"₹ 7,00,000",1100,Petrol,Individual,Manual,First Owner,6,Mid Range,,,,,,
Hyundai i20 1.2 Asta,2018,"₹ 7,00,000",10000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,"₹ 7,00,000",163000,Diesel,Individual,Manual,Fourth & Above Owner,16,Mid Range,,,,,,
Honda City i DTEC S,2014,"₹ 7,00,000",90000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Maruti Ciaz VDi Plus SHVS,2016,"₹ 7,01,000",79991,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Mahindra Scorpio BSIV,2018,"₹ 7,07,000",60000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,"₹ 7,10,000",8000,Petrol,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,"₹ 7,10,000",40000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,"₹ 7,10,000",110000,Diesel,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2012,"₹ 7,11,000",53600,Diesel,Dealer,Manual,First Owner,14,Mid Range,,,,,,
Ford Figo 1.5P Titanium AT,2018,"₹ 7,11,000",1452,Petrol,Dealer,Automatic,First Owner,8,Mid Range,,,,,,
Renault Lodgy 85PS RxL,2015,"₹ 7,15,000",35000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Swift Dzire AMT VDI,2017,"₹ 7,15,000",25000,Diesel,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Tata Nexon 1.2 Revotron XZ Plus,2019,"₹ 7,15,000",8000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Toyota Corolla Altis D-4D J,2014,"₹ 7,15,000",234000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Maruti Ertiga ZDI,2015,"₹ 7,16,000",100000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Hyundai Elite i20 Asta Option CVT BSIV,2019,"₹ 7,20,000",3000,Petrol,Individual,Automatic,First Owner,7,Mid Range,,,,,,
Volkswagen Ameo 1.5 TDI Highline,2017,"₹ 7,20,000",70000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ertiga SHVS VDI,2017,"₹ 7,20,000",60000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire VDI Optional,2017,"₹ 7,20,000",35000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire VDI,2018,"₹ 7,20,000",15000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Elite i20 Sportz Plus BSIV,2019,"₹ 7,21,000",10000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Volkswagen Vento 1.5 TDI Highline AT,2016,"₹ 7,24,000",48980,Diesel,Dealer,Automatic,First Owner,10,Mid Range,,,,,,
Maruti Vitara Brezza VDi Option,2018,"₹ 7,25,000",26350,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda WR-V i-DTEC VX,2017,"₹ 7,25,000",30000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda Jazz 1.5 VX i DTEC,2017,"₹ 7,25,000",36000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Scorpio 1.99 S10,2014,"₹ 7,25,000",135000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Maruti Baleno Zeta,2016,"₹ 7,25,000",49217,Petrol,Trustmark Dealer,Manual,First Owner,10,Mid Range,,,,,,
Honda WR-V i-VTEC VX,2017,"₹ 7,25,000",29976,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire VDI Optional,2017,"₹ 7,25,000",18500,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Swift Dzire AMT VDI,2019,"₹ 7,25,000",22000,Diesel,Individual,Automatic,First Owner,7,Mid Range,,,,,,
Toyota Innova 2.5 V Diesel 7-seater,2011,"₹ 7,25,000",110000,Diesel,Individual,Manual,Third Owner,15,Mid Range,,,,,,
Honda Amaze V CVT Petrol BSIV,2018,"₹ 7,25,000",26000,Petrol,Dealer,Automatic,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 VX 8 STR BSIV,2012,"₹ 7,25,000",70000,Diesel,Individual,Manual,First Owner,14,Mid Range,,,,,,
Honda City i DTEC SV,2014,"₹ 7,25,000",110000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,"₹ 7,25,000",90000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Hyundai Elite i20 Magna Plus Diesel,2019,"₹ 7,30,000",35000,Diesel,Individual,Manual,Second Owner,7,Mid Range,,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,"₹ 7,30,000",110000,Diesel,Individual,Manual,Second Owner,14,Mid Range,,,,,,
Mahindra TUV 300 T8 AMT,2016,"₹ 7,30,000",60000,Diesel,Individual,Automatic,Second Owner,10,Mid Range,,,,,,
Volkswagen Jetta 2.0L TDI Highline AT,2012,"₹ 7,35,000",55300,Diesel,Dealer,Automatic,First Owner,14,Mid Range,,,,,,
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,"₹ 7,38,000",8000,Petrol,Individual,Automatic,First Owner,7,Mid Range,,,,,,
Hyundai i20 1.2 Asta Dual Tone,2018,"₹ 7,40,000",25000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra XUV500 AT W8 FWD,2015,"₹ 7,40,000",45000,Diesel,Dealer,Automatic,First Owner,11,Mid Range,,,,,,
Hyundai i20 1.4 Sportz,2017,"₹ 7,40,000",60000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Hyundai i20 1.4 Asta Option,2017,"₹ 7,44,000",106000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Ford Figo Titanium,2020,"₹ 7,46,000",1111,Petrol,Dealer,Manual,Test Drive Car,6,Mid Range,,,,,,
Maruti Ciaz ZDi Plus SHVS,2017,"₹ 7,49,000",51500,Diesel,Individual,Manual,Second Owner,9,Mid Range,,,,,,
Maruti Baleno Zeta 1.2,2019,"₹ 7,50,000",11000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Ciaz 1.3 Delta,2018,"₹ 7,50,000",60000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford Freestyle Titanium Diesel,2019,"₹ 7,50,000",25000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Mahindra Xylo D4,2017,"₹ 7,50,000",80000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Baleno Zeta 1.3,2018,"₹ 7,50,000",70000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Nissan Terrano XV Premium 110 PS,2013,"₹ 7,50,000",80000,Diesel,Individual,Manual,First Owner,13,Mid Range,,,,,,
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,"₹ 7,50,000",48238,Petrol,Trustmark Dealer,Automatic,First Owner,11,Mid Range,,,,,,
Maruti Ciaz VDI SHVS,2017,"₹ 7,50,000",55545,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2013,"₹ 7,50,000",41988,Diesel,Dealer,Manual,First Owner,13,Mid Range,,,,,,
Maruti Swift Dzire ZDI,2016,"₹ 7,50,000",69000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,"₹ 7,50,000",40000,Diesel,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2014,"₹ 7,50,000",100000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Ford Freestyle Titanium Plus Diesel,2019,"₹ 7,50,000",1001,Diesel,Dealer,Manual,First Owner,7,Mid Range,,,,,,
Maruti Swift Dzire ZDI,2018,"₹ 7,50,000",50000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Xylo D4,2018,"₹ 7,50,000",87000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,"₹ 7,50,000",15000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,"₹ 7,50,000",18054,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Scorpio S2 7 Seater,2015,"₹ 7,50,000",120000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Ciaz ZDi Plus SHVS,2017,"₹ 7,50,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Bolero Power Plus ZLX,2017,"₹ 7,50,000",29000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ciaz ZXi Plus,2016,"₹ 7,50,000",6000,Petrol,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2015,"₹ 7,50,000",70000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Mahindra Scorpio S2 7 Seater,2017,"₹ 7,50,000",120000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 AT W8 FWD,2015,"₹ 7,50,000",70000,Diesel,Individual,Automatic,Second Owner,11,Mid Range,,,,,,
Renault Koleos 2.0 Diesel,2012,"₹ 7,50,000",80000,Diesel,Individual,Automatic,Second Owner,14,Mid Range,,,,,,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,"₹ 7,50,000",15000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Vitara Brezza VDi,2017,"₹ 7,50,000",32077,Diesel,Trustmark Dealer,Manual,First Owner,9,Mid Range,,,,,,
Hyundai i20 Asta Option 1.4 CRDi,2016,"₹ 7,50,000",80000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti S-Cross Zeta DDiS 200 SH,2015,"₹ 7,50,000",45974,Diesel,Trustmark Dealer,Manual,First Owner,11,Mid Range,,,,,,
Hyundai i20 Sportz 1.4 CRDi,2018,"₹ 7,50,000",29000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Mahindra XUV500 W8 4WD,2015,"₹ 7,50,000",53000,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2014,"₹ 7,50,000",101504,Diesel,Dealer,Manual,First Owner,12,Mid Range,,,,,,
BMW X1 sDrive20d,2012,"₹ 7,50,000",100000,Diesel,Individual,Automatic,Second Owner,14,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,"₹ 7,50,000",145000,Diesel,Individual,Manual,Second Owner,12,Mid Range,,,,,,
Maruti Ciaz ZDi Plus SHVS,2016,"₹ 7,50,000",50000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Honda City i-VTEC CVT VX,2016,"₹ 7,50,000",45000,Petrol,Dealer,Automatic,First Owner,10,Mid Range,,,,,,
Mitsubishi Montero 3.2 MT,2007,"₹ 7,50,000",180000,Diesel,Individual,Manual,First Owner,19,Mid Range,,,,,,
Maruti Swift Dzire VDI,2018,"₹ 7,50,000",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ciaz ZDi Plus,2017,"₹ 7,51,000",64000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Grand i10 1.2 CRDi Asta,2019,"₹ 7,55,000",8000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Mahindra TUV 300 T4 Plus,2018,"₹ 7,60,000",50000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford Ecosport 1.5 Diesel Titanium,2017,"₹ 7,60,000",42494,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
